id,school,gender,city,state,lat,lng,conference,soccerLevel,academicLevel,academicKnownFor,type,enrollment,nickname,notes,website
d1g-325,University 325,girls,City325,NY,40.9927,-86.6609,C-USA,94,79,Communications|Biology,Private,30169,Bulldogs,Competitive D1 program with solid development environment.,https://www.university325.edu
d1g-326,University 326,girls,City326,PA,33.3013,-111.9477,WCC,76,62,Communications|Psychology,Private,6776,Huskies,Competitive D1 program with solid development environment.,https://www.university326.edu
d1g-327,University 327,girls,City327,PA,37.2254,-85.9229,Sun Belt,99,62,Communications|Business,Public,37022,Tigers,Competitive D1 program with solid development environment.,https://www.university327.edu
d1g-328,University 328,girls,City328,MI,25.8978,-107.3567,ACC,94,90,Psychology|Biology,Public,5174,Eagles,Competitive D1 program with solid development environment.,https://www.university328.edu
d1g-329,University 329,girls,City329,NC,31.2843,-112.5617,SEC,84,70,Psychology|Health Sciences,Private,4700,Bruins,Competitive D1 program with solid development environment.,https://www.university329.edu
d1g-330,University 330,girls,City330,OH,31.7876,-107.1947,SEC,88,75,Biology|Business,Private,40994,Eagles,Competitive D1 program with solid development environment.,https://www.university330.edu
d1g-331,University 331,girls,City331,CA,32.5555,-87.6065,C-USA,90,82,Communications|Business,Private,33256,Cardinal,Competitive D1 program with solid development environment.,https://www.university331.edu
d1g-332,University 332,girls,City332,OH,31.9994,-89.5855,WCC,73,63,Psychology|Business,Private,4253,Tigers,Competitive D1 program with solid development environment.,https://www.university332.edu
d1g-333,University 333,girls,City333,CA,40.6937,-94.8634,Ivy,86,87,Health Sciences|Business,Private,21740,Wildcats,Competitive D1 program with solid development environment.,https://www.university333.edu
d1g-334,University 334,girls,City334,OH,30.4053,-77.9982,SEC,94,67,Engineering|Health Sciences,Public,15435,Huskies,Competitive D1 program with solid development environment.,https://www.university334.edu
d1g-335,University 335,girls,City335,NC,26.3984,-91.0936,C-USA,95,69,Communications|Biology,Public,6861,Huskies,Competitive D1 program with solid development environment.,https://www.university335.edu
d1g-336,University 336,girls,City336,NY,35.1564,-86.6167,Sun Belt,80,96,Psychology|Business,Public,10677,Cardinal,Competitive D1 program with solid development environment.,https://www.university336.edu
d1g-337,University 337,girls,City337,VA,37.7342,-109.2089,Sun Belt,77,87,Communications|Engineering,Public,47485,Bulldogs,Competitive D1 program with solid development environment.,https://www.university337.edu
d1g-338,University 338,girls,City338,VA,44.713,-92.2292,Sun Belt,80,91,Communications|Psychology,Private,37034,Cardinal,Competitive D1 program with solid development environment.,https://www.university338.edu
d1g-339,University 339,girls,City339,TX,33.7489,-92.8198,WCC,87,82,Health Sciences|Psychology,Public,46589,Eagles,Competitive D1 program with solid development environment.,https://www.university339.edu
d1g-340,University 340,girls,City340,MI,31.5414,-107.4429,Big Ten,96,93,Psychology|Biology,Public,11437,Wildcats,Competitive D1 program with solid development environment.,https://www.university340.edu
d1g-341,University 341,girls,City341,MI,40.901,-83.7832,Pac-12,96,92,Communications|Health Sciences,Public,49947,Huskies,Competitive D1 program with solid development environment.,https://www.university341.edu
d1g-342,University 342,girls,City342,NC,30.7257,-117.4588,Big 12,72,66,Biology|Health Sciences,Private,34074,Bruins,Competitive D1 program with solid development environment.,https://www.university342.edu
d1g-343,University 343,girls,City343,NY,26.3984,-107.7498,ACC,94,87,Business|Biology,Public,45525,Eagles,Competitive D1 program with solid development environment.,https://www.university343.edu
d1g-344,University 344,girls,City344,NC,28.4521,-109.7963,WCC,78,84,Health Sciences|Engineering,Public,27190,Huskies,Competitive D1 program with solid development environment.,https://www.university344.edu
d1g-345,University 345,girls,City345,MI,26.2275,-73.4637,Ivy,98,87,Communications|Psychology,Public,9175,Cardinal,Competitive D1 program with solid development environment.,https://www.university345.edu
d1g-346,University 346,girls,City346,VA,41.0593,-98.7239,Ivy,84,97,Business|Communications,Public,30379,Bruins,Competitive D1 program with solid development environment.,https://www.university346.edu
d1g-347,University 347,girls,City347,NY,27.6433,-73.875,SEC,90,75,Biology|Communications,Public,4282,Tigers,Competitive D1 program with solid development environment.,https://www.university347.edu
d1g-348,University 348,girls,City348,GA,44.7922,-91.2019,C-USA,86,60,Health Sciences|Communications,Public,43262,Bulldogs,Competitive D1 program with solid development environment.,https://www.university348.edu
d1g-349,University 349,girls,City349,NC,42.2307,-82.3299,Pac-12,74,60,Psychology|Health Sciences,Public,31841,Tigers,Competitive D1 program with solid development environment.,https://www.university349.edu
d1g-350,University 350,girls,City350,VA,25.8121,-109.4532,WCC,98,62,Engineering|Biology,Public,12840,Eagles,Competitive D1 program with solid development environment.,https://www.university350.edu
